source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,phot_variable_flag
420862131652010752,1.2723068771267303,0.02282225316847089,55.93786591296204,0.02086015586645936,0.68384067907586,0.033715001161743696,-0.3748746875464371,0.04159848922997839,0.5183825371777034,0.03707168571125846,10.6947775,-48.79026888739002,0.18773164890549168,"NOT_AVAILABLE"
420865739424500096,1.0770871788918688,0.014705044237194495,55.973123014946914,0.014113278870734445,0.35262300134452573,0.023096739463595604,-0.5534117062424128,0.02860650463218855,0.23830482955898144,0.02611592033715891,13.37268,-80.1332399967722,0.7875109114269554,"NOT_AVAILABLE"
420865705064765696,1.0836606752607154,0.018046067507530496,55.96467032905136,0.017096318495567517,1.2513208497334023,0.02838257540368468,9.169980487550585,0.03421239831250084,-3.812454263489626,0.031751449107338535,14.292342,,,"NOT_AVAILABLE"
420865327107652352,1.1539555153268768,0.018795968601344266,55.96486740952924,0.017990041807261124,0.5551471918998518,0.030071470358201142,-0.2758371204345783,0.03600445964784691,-3.0259057077599714,0.03329394137443914,14.474897,,,"NOT_AVAILABLE"
420866220460820480,1.0562024534419538,0.07740870947878181,56.00076422352296,0.07263248259758386,2.270291797914445,0.11914325506941031,8.44843412893543,0.14538639018276578,-6.67090630816551,0.1308831737311202,15.080828,,,"NOT_AVAILABLE"
420866014302391680,1.0366563536771893,0.019011860315364452,55.99473574770206,0.019665192039647034,0.23257301950406997,0.03085994952935207,-2.7392722844111446,0.03605550090534387,-1.7580396237087834,0.03489151538959658,14.668834,,,"NOT_AVAILABLE"
420866220460819072,1.0625934828455152,0.019397059769601738,56.00426134536941,0.01887115108504434,0.5338695109981386,0.030031824469347917,-5.086410478786699,0.03648140072621398,-1.8771442315049907,0.0347566156260706,14.747762,,,"NOT_AVAILABLE"
420865876863445504,1.0192846471654582,0.020729250017387405,55.975783933007605,0.019154832493465154,1.1215899463601737,0.03147121958634944,-3.5518961112054797,0.037837727047082145,-2.4246638640039633,0.033807549828838976,12.959934,-45.274840632148454,1.7797728828497204,"NOT_AVAILABLE"
420865773784235392,1.0486351022183473,0.015808620901357227,55.972019849078,0.01491782830182312,0.39572006597248466,0.024046585927395118,-3.953824448917659,0.029832891024503982,-1.7864602977481114,0.027800166743869016,13.781613,,,"NOT_AVAILABLE"
420865979942662016,1.0406821100202903,0.019046867051467416,55.97752906914717,0.018243003934611788,0.6257259973464905,0.028575605315657282,-7.399815459792868,0.03624116793426445,-1.629351265869453,0.033604653933557445,14.612854,,,"NOT_AVAILABLE"
420862234731211264,1.2449949646381353,0.018566965416932077,55.95853760864813,0.017545075394932594,0.21843284268856564,0.02848398037013882,-2.982243235147746,0.035761189473361404,-4.830350937407229,0.0313295019557943,14.536202,,,"NOT_AVAILABLE"
420865120949224704,1.1773216852944084,0.01494366316344241,55.96384109472618,0.013785399345629295,0.5277078611104103,0.022734618611762326,-3.3256596389265978,0.027673325231259246,-2.2257882968469724,0.024933818929943796,13.604035,,,"NOT_AVAILABLE"
420864708632374784,1.1652789987655134,0.027246983990859935,55.939909687135554,0.02689864172443286,1.0280664132864676,0.040313229752586645,-3.2272144076896803,0.05119457366684528,-5.2588315457141075,0.05352030956513459,11.463161,,,"NOT_AVAILABLE"
420871065183955840,1.2076184599760653,0.01983204429915565,55.982937637298626,0.01969028785375529,0.34830203897254153,0.032684755974542665,-4.737627431923207,0.038193400202815996,-2.4185865567277043,0.034655694801833746,14.88419,,,"NOT_AVAILABLE"
420911364853215360,0.9679577554460551,0.760055949372738,55.97171552161369,0.7282314793678754,,,,,,,12.686633,-15.501509748932932,7.486608901899711,"NOT_AVAILABLE"
420912880987436672,0.9693701560559909,0.02442205800713263,55.99642250183825,0.023786801810527766,1.7275233365061744,0.03654417293797731,12.2702782597422,0.04540680599194822,-0.8456650172394142,0.04097842912891534,11.700828,-15.164366399836746,5.931022259357852,"NOT_AVAILABLE"
420868105945182336,1.2494273910184772,0.02066447507410354,55.959887344235916,0.019082092805245594,0.4095257196599672,0.030517598704143868,-3.833808808472088,0.03872328169859669,-1.5458134261536525,0.03474537986062449,14.755087,,,"NOT_AVAILABLE"
420868007167253376,1.3013076296454136,0.021443424998147467,55.976011223128985,0.019426328348541546,1.5272040330450274,0.03222277840546657,14.50481845272766,0.03963527707583777,0.6338006913265896,0.03465298584628418,11.881409,-26.825841566933317,4.10019225373024,"NOT_AVAILABLE"
420871065183959936,1.2105571204143681,0.015846068644628255,55.97634225350529,0.015997005458139316,2.0491518771176396,0.026743061662279126,14.529153353071141,0.03168921717688128,-13.466454079813774,0.02803711950526324,14.045153,,,"NOT_AVAILABLE"
