source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,dist
337165657269539712,40.42242324502674,0.0807742501040248,42.7716283941714,0.05150312333179579,1.8291086164491495,0.06671421660306286,0.6177185064523885,0.1400302674385266,-5.891677037969887,0.10857311487033054,10.45006,,,"Gaia DR2 337165657269539712",40.4224196218898,42.7716537611141,1.8291,-0.242,-5.493,0.0,4.080203279492064E-6
337177614460287360,40.5385417913438,0.04362241328803723,42.80210476779783,0.030592550566454855,0.19876120048106344,0.054362420470420905,-0.8749956708950362,0.06599503073226835,1.9892867899227427,0.05834980759644273,14.428499,,,"Gaia DR2 337177614460287360",40.5385469260266,42.8020962028129,0.1988,-0.875,1.989,0.0,1.235192660362897E-9
337177614460290048,40.536198444217824,0.04784275493920878,42.79759198667001,0.03149531298170683,2.0939829213874015,0.05841836006081712,25.91544644263184,0.06865869249640985,-19.1950909849578,0.06475624854776288,14.432119,,,"Gaia DR2 337177614460290048",40.536046377079,42.7976746321001,2.094,25.915,-19.195,0.0,2.0799331653627446E-9
337154215478462720,40.52863730755716,0.06190636240248308,42.79624678231643,0.05968301794730831,2.018797453476119,0.11292249929844991,0.4506671479677027,0.12283585610730482,-5.844071073895666,0.11132425550005912,12.339784,-6.775649112057755,3.4665887054362177,"Gaia DR2 337154215478462720",40.528634663184,42.7962719442891,0.0,0.0,0.0,0.0,2.5236677989709642E-5
337154146758992000,40.524082950285155,0.046387133223411224,42.781550988511505,0.030182763282545613,2.065232055476835,0.055953057491982566,1.0892960484183678,0.0696671416648503,-5.704047060783228,0.061619585298219266,14.215683,,,"Gaia DR2 337154146758992000",40.5240765601558,42.7815755476028,2.0652,1.089,-5.704,-8.5,1.2900963605211577E-9
337154181118730752,40.512327982001715,0.06844224044868955,42.78340093139458,0.06633334444010637,0.9529771049304052,0.12028907114183511,2.458800436596817,0.1378977112157478,-5.463641581255786,0.1328882785902029,11.759975,,,"Gaia DR2 337154181118730752",40.5123135575281,42.783424455406,0.953,2.459,-5.464,0.0,1.7659231778498504E-9
337154078039521536,40.5058193946567,0.0652082126008187,42.76775181206587,0.04444803398843618,0.49951484975280674,0.07848958128989761,2.2621313170382185,0.08490317117386759,1.7881400023318021,0.08612147833599143,15.133781,,,"Gaia DR2 337154078039521536",40.505806127296,42.767744113129,0.0,0.0,0.0,0.0,1.2415151954718682E-5
337154073743193088,40.493321436616185,0.06617984617353312,42.7675348945523,0.03596305165151171,1.9894846078677952,0.08091768009608868,1.482878730048042,0.08021654837498424,-5.150604393558284,0.0765634711629175,11.83637,-3.8355275158047917,5.750361868860177,"Gaia DR2 337154073743193088",40.4933127395856,42.7675570707627,1.9895,1.483,-5.151,-3.84,1.7870281966286064E-9
337165416753189760,40.4572016160943,0.058504107048873884,42.75922381161254,0.039656243637541354,0.6947155469350658,0.07354548130918817,-0.029990736974957688,0.08508242645916879,-4.103438711171192,0.0767864654280621,15.517716,,,"Gaia DR2 337165416753189760",40.4572017919653,42.7592414791959,0.6947,-0.03,-4.103,0.0,1.889334150555322E-9
337165382393453056,40.463920999513206,0.05350792551545037,42.74972572866523,0.027627083455312097,0.8078413541483566,0.055486309890344546,-1.7401934434977349,0.07403324302258674,-1.510395575112597,0.05687555698405747,14.307448,,,"Gaia DR2 337165382393453056",40.463931202751,42.7497322317568,0.8078,-1.74,-1.51,0.0,1.895400439150044E-9
337153631361117952,40.46779219872438,0.05285692507785091,42.743733947529314,0.03380367485922795,2.044676312352882,0.06285863683696322,0.599172052268363,0.07688887778705485,-5.438646992335187,0.07373725686436228,12.088861,2.8993721715904623,9.524052133532432,"Gaia DR2 337153631361117952",40.4677886859504,42.7437573639282,2.0447,0.599,-5.439,2.9,1.6876147108007944E-9
337165378097895424,40.4596287258174,0.06885435129732648,42.74375908251831,0.04121598528728772,1.8632278912244784,0.08175239665456649,0.8044957552601868,0.09767809695719891,-5.320720510826125,0.08044060243622315,15.580971,,,"Gaia DR2 337165378097895424",40.459624009288,42.743781991176,1.8632,0.804,-5.321,0.0,2.4515009013996503E-9
337165275017903744,40.44747916465794,0.04691319508976161,42.727407490170606,0.02663811000072878,2.033293259278873,0.05448547715026772,1.0821735937882146,0.05713088088876715,-5.579545573535113,0.055290959277022156,13.007686,,,"Gaia DR2 337165275017903744",40.447472821855,42.7274315132139,2.0333,1.082,-5.58,0.0,2.0954036669310793E-9
337153493924213888,40.44615370834169,0.05735311769155899,42.71567219288517,0.035670738918194354,1.9034032060587427,0.06889642458327017,0.4944629244925387,0.07786198006881737,-5.768111642453199,0.0767440767174236,11.191233,,,"Gaia DR2 337153493924213888",40.4461508107587,42.7156970278103,1.9034,0.494,-5.768,0.0,2.0511176103698487E-9
337153493923993344,40.44141000551354,0.034804079345750104,42.7138924017508,0.022162638608203077,1.8848438799000808,0.04240805570325104,0.2635861157254842,0.04787174057509989,-5.197446720714103,0.04555850432296825,13.050076,-6.849702181248542,1.666694737517329,"Gaia DR2 337153493923993344",40.4414084609275,42.7139147796418,1.8848,0.264,-5.197,-6.85,2.6153338288275346E-9
337152012158896256,40.43821592236098,0.03543559446319501,42.70454815181679,0.0235092511703742,0.47353178728909706,0.04162547650500888,1.429098266773643,0.04958836385110218,-4.094473838366905,0.049972022613362296,13.534069,,,"Gaia DR2 337152012158896256",40.4382075492595,42.7045657808011,0.4735,1.429,-4.094,0.0,2.083331693081425E-9
337163733124237824,40.41663598226982,0.10053687734153587,42.7056398849371,0.0420296597995487,0.47482857700018394,0.11927783603119264,-0.8902402177373406,0.08672084641283975,-1.1943144494551938,0.0883991150525088,10.945272,-48.33343377210595,2.6479332532092896,"Gaia DR2 337163733124237824",40.4166411982871,42.7056450271242,0.4748,-0.89,-1.194,-48.33,1.7013997526667987E-9
337163698766295808,40.40321985533851,0.044800995494087635,42.69817155870922,0.03049477729581118,0.20729920557030604,0.05105869462681942,-0.6516106466534615,0.07155815679027402,0.013422948947457991,0.058659151549562416,14.887019,,,"Gaia DR2 337163698766295808",40.4032236727388,42.6981715009159,0.2073,-0.652,0.013,0.0,2.475288954550294E-9
337163698766295936,40.39277128787749,0.04923192275929984,42.69996635573973,0.03159932345863825,1.963731275142137,0.051651279287391785,12.854683313281015,0.07931572292830448,-15.673526308595122,0.062227010090527585,12.942654,9.547993889840242,1.3293477026222946,"Gaia DR2 337163698766295936",40.3926959776304,42.7000338389734,1.9637,12.855,-15.674,9.55,2.4106743899599395E-9
337163698766294784,40.389318966514445,0.03258027987449897,42.703264909066704,0.022395048861384062,1.9443597285402654,0.038010282118851914,0.2846027493436809,0.04958482935663879,-5.799523609196647,0.04419556596659583,13.75888,,,"Gaia DR2 337163698766294784",40.3893172990583,42.7032898792378,1.9444,0.285,-5.8,-8.9,2.6758669332526797E-9
