source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,dist
337178920130314112,40.68101165722424,0.10785689902361008,42.87502070716686,0.08039947348882787,1.6076986765103602,0.13717395395862136,1.0145612386018845,0.1804620471068871,-5.394835041040148,0.13692164102449667,15.303944,,,"Gaia DR2 337178920130314112",40.6810056965046,42.8750439349287,1.6077,1.015,-5.395,-10.4,2.0200403764607543E-9
337179538605845248,40.64456314436694,0.06886454242161173,42.86572661287068,0.049331881925038554,1.694037459881151,0.08642913113707418,5.826669231474886,0.11156053242721292,2.940124308852497,0.09774242626082333,15.791277,,,"Gaia DR2 337179538605845248",40.6445289168696,42.865713953997,0.0,0.0,0.0,0.0,2.8099945463074682E-5
337179607325083520,40.63351513825815,0.06439120595465868,42.878708058594434,0.04587552163931642,1.8284248246116406,0.08088901796449671,12.83212315823771,0.10176489734038724,-11.575253839673069,0.08429152921951007,15.630863,,,"Gaia DR2 337179607325083520",40.6334397428168,42.8787578964682,0.0,0.0,0.0,0.0,7.440641402530276E-5
337178026777124736,40.62747519621356,0.04755425567820479,42.854532282075176,0.03256189669430628,2.0650144050170685,0.05423891733460992,-2.16804773774924,0.0716701488571822,-13.361983941618607,0.06064968060050416,14.419366,,,"Gaia DR2 337178026777124736",40.6274879296427,42.8545898128387,2.065,-2.168,-13.362,0.0,2.255341337238364E-10
337178091200302592,40.6097688463932,0.03899508672842488,42.85487713303622,0.02665608066284367,0.8979882808076209,0.04847072447117561,-1.9038393058049814,0.05850582231812895,-1.2640924627146295,0.05219493856238887,13.869157,,,"Gaia DR2 337178091200302592",40.6097800281202,42.854882575656,0.898,-1.904,-1.264,0.0,7.970409204714179E-10
337178022481798912,40.631982307514185,0.05778175429417345,42.845423748124944,0.061349648646651364,0.49293259704805253,0.08428461242585894,1.7838172481038657,0.10105339871528048,-4.225430926554358,0.0936831431354307,14.751718,,,"Gaia DR2 337178022481798912",40.6319718323082,42.8454419409521,0.4929,1.784,-4.225,0.0,2.0136005175340183E-9
337177923697917696,40.61367672992982,0.059736781636592,42.830357034025695,0.04009669781191881,2.155204697261435,0.06808934592860776,-1.1330065774685036,0.08840849903702466,-6.359869383232998,0.07959330370066532,12.773405,-11.434148695445685,5.550809522668129,"Gaia DR2 337177923697917696",40.6136833817242,42.8303844167965,2.1552,-1.133,-6.36,-11.43,5.741272396300762E-10
337177889338184576,40.60732800206458,0.05666879118939683,42.81825646096619,0.03780473025818549,0.5839586417354659,0.06729860521896971,5.0982535064068335,0.09299559011849642,-0.11366225009620773,0.06983830210403039,15.114154,,,"Gaia DR2 337177889338184576",40.6072980764819,42.8182569503414,0.584,5.098,-0.114,0.0,1.8246365035624623E-9
337177889338182400,40.60219084708198,0.055326015978635894,42.826033956696506,0.03471119179525721,7.94316391619472,0.06124909763079205,47.57760429458001,0.07736475711694414,-12.968748736758583,0.07101105989960678,11.6680565,75.14176930816213,0.41117084890280287,"Gaia DR2 337177889338182400",40.6019115420372,42.8260897940253,7.9432,47.578,-12.969,75.14,1.3017382395066603E-9
337177958057657344,40.59493912792211,0.08557290065417496,42.83072936536971,0.0636245017112135,0.6689588317668328,0.10950537332986456,11.542549957120602,0.13553579927411544,-1.1670487639797904,0.12199772502086814,14.655812,,,"Gaia DR2 337177958057657344",40.5948713621165,42.830734390143,0.669,11.543,-1.167,0.0,1.941134221872643E-9
337178159920736128,40.581660675216945,0.33193877103281727,42.83775648931507,0.2302870003737933,1.281364849947915,0.399241007329827,-15.458603907470483,0.5679935829281925,4.5287028610704985,0.4217191314166563,15.496715,,,"Gaia DR2 337178159920736128",40.5817514422883,42.8377369906975,1.2814,-15.459,4.529,0.0,2.106894786942908E-9
337177541445409664,40.57357647488856,0.057743604764497865,42.81770605801086,0.0620597274968119,3.184671524178139,0.09456208937828006,-21.930049551230535,0.09922978248040908,8.18502336360838,0.11422280238417673,15.023482,,,"Gaia DR2 337177541445409664",40.5737051980462,42.817670816866,3.1847,-21.93,8.185,0.0,2.921469948530924E-10
337177545740805504,40.564244625829026,0.04842180982365814,42.809197907969484,0.03614252481498081,0.06702624878858282,0.0633398952626027,0.9338077097339245,0.07555900337090016,-0.08491476351645334,0.06679448570351461,14.853158,,,"Gaia DR2 337177545740805504",40.5642391453941,42.8091982735746,0.067,0.934,-0.085,0.0,9.05724460043789E-10
337177545740806656,40.57182673308069,0.06149856442638338,42.80515843629507,0.06616620839985854,2.002398370825723,0.09707417331645633,0.5774153483409838,0.1022287821799236,-5.323366280125767,0.10010569323094264,15.437962,,,"Gaia DR2 337177545740806656",40.5718233445011,42.8051813563443,2.0024,0.577,-5.323,0.0,2.3849556464595717E-9
337177472725904512,40.581342035198425,0.07229338800753572,42.80260640268054,0.05296827008935709,4.620959643164303,0.0920724343123646,-1.276656706567116,0.11530426657409591,-4.635393936772511,0.10377469947558259,15.613037,,,"Gaia DR2 337177472725904512",40.5813495269879,42.8026263606264,0.0,0.0,0.0,0.0,2.070105077562773E-5
