source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,dist
420865327107652352,1.1539555153268768,0.018795968601344266,55.96486740952924,0.017990041807261124,0.5551471918998518,0.030071470358201142,-0.2758371204345783,0.03600445964784691,-3.0259057077599714,0.03329394137443914,14.474897,,,"Gaia DR2 420865327107652352",1.1539576372315,55.9648804377344,0.0,0.0,0.0,0.0,1.3082224590714127E-5
420865120949224704,1.1773216852944084,0.01494366316344241,55.96384109472618,0.013785399345629295,0.5277078611104103,0.022734618611762326,-3.3256596389265978,0.027673325231259246,-2.2257882968469724,0.024933818929943796,13.604035,,,"Gaia DR2 420865120949224704",1.1773472675828,55.9638506779787,0.0,0.0,0.0,0.0,1.7229833628619843E-5
420866151741352704,1.0942506233271716,0.020176271419675085,55.9915167366096,0.020025372609063334,1.5655146863458336,0.032184186873387255,-4.842435947918461,0.03933738469082763,-1.9599971507384195,0.03664817050734786,14.871621,,,"Gaia DR2 420866151741352704",1.09428789992,55.9915251754806,0.0,0.0,0.0,0.0,2.2492468982251533E-5
420865533266258560,1.134404860989091,0.014534316289942187,56.004262809936016,0.014285935862401067,2.4161822972351663,0.022341450892415293,-5.131673607985859,0.027562647633028223,-9.902390290301664,0.02743755282304265,13.60206,-18.460326783156233,10.078771513317788,"Gaia DR2 420865533266258560",1.1344443771694,56.0043054452212,0.0,0.0,0.0,0.0,4.8020246823783245E-5
420871408781519232,1.1308876662120908,0.020437937753576163,56.013584446258946,0.02122881181147671,0.38353544810913676,0.03200610096723094,1.202222750494244,0.03874376718751928,-2.462743732711882,0.038853164096145226,12.851732,-51.3013362500427,8.048150302158666,"Gaia DR2 420871408781519232",1.1308784063333,56.0135950497386,0.0,0.0,0.0,0.0,1.179945828842225E-5
420871374421576320,1.1411016255283786,0.019118337951019776,56.017595892472364,0.01846735054676226,0.12547179970182043,0.029505470279825734,-1.2666528485449677,0.03572530984334676,-0.7646120740938287,0.03397301264591639,14.678754,,,"Gaia DR2 420871374421576320",1.1411113826785,56.0175991845517,0.0,0.0,0.0,0.0,6.370245195730845E-6
420871541916442880,1.1342277606995304,0.020714698523973587,56.033020791591795,0.021952965649118035,1.1395743263990985,0.03309967408116625,-14.624999127268184,0.04021124062669914,-6.5974815292173865,0.040673091632687876,12.288462,-32.3736194623323,1.3061263241066425,"Gaia DR2 420871541916442880",1.1343404635812,56.0330491973637,0.0,0.0,0.0,0.0,6.907932977533678E-5
420871924177379072,1.1640017610223943,0.022099495412333945,56.0541844482832,0.02138723461609534,3.0737506572129836,0.03661825401833492,-6.873306757980366,0.04426321215575078,-8.31551957357965,0.038684987045976504,13.092379,-66.09638361711973,1.4678909935335451,"Gaia DR2 420871924177379072",1.1640547570359,56.0542202512034,0.0,0.0,0.0,0.0,4.6450182708119634E-5
420871718018945024,1.1704248012206666,0.025341017241985273,56.06164936517515,0.024897511335539645,0.5498507206117033,0.04421416364604054,1.6381689026612667,0.054060020997130837,-3.266524066125567,0.04473372928370239,14.15502,,,"Gaia DR2 420871718018945024",1.1704121678285,56.0616634293754,0.0,0.0,0.0,0.0,1.573371415168336E-5
420871821098157696,1.1787717861683937,0.022303832329502907,56.0708948124305,0.021303951818244352,1.3407035412054658,0.036738267196165825,1.6597439198602228,0.048765125216508935,-0.03450408798069633,0.03982011488580786,11.757168,,,"Gaia DR2 420871821098157696",1.1787589833263,56.0708949609891,1.3407,1.66,-0.035,0.0,2.404199781057088E-9
